X;Y;osm_id;NAZWA
19.5830556;51.2685884;10395514128;Niechcice Kombinat
19.6934111;51.4013889;10395514132;?eromskiego - Reymonta 01
19.6976508;51.4002977;10395514133;Krakowskie Przedmie?cie - Zachodnia
20.0610821;50.0920563;12297835420;Jarz?biny 02
20.0611639;50.091976;12297835421;Jarz?biny 01
18.4425674;53.4894499;12297861003;Laskowice
18.4212264;53.5028464;12297861005;Nowe Kr?plewice
18.4115571;53.5087057;12297861007;Kr?plewice
18.7059266;51.5700437;5300695822;Wo?odyjowskiego II
18.7061646;51.5702689;5300695827;Wo?odyjowskiego II
18.7147045;51.5780802;5300695835;1 Maja
18.7146435;51.5781128;5300695836;1 Maja
18.7148447;51.5783712;5300695837;1 Maja
18.7099059;51.5833328;5300695846;Ar.Krajowej/szpital
18.7269755;51.591843;5300695871;Jana Paw?a II/PKS
18.8041509;51.602301;5300695896;M?cka Wola
18.8063324;51.6024408;5300695902;M?cka Wola
18.8250656;51.6036292;5300695907;Stawiszcze Zajazd
17.0591804;52.4011101;5318653168;Swarz?dz Os. Cegielskiego
19.6098563;51.8167187;5318786800;Janów 7b
18.5367488;54.5297872;5319001273;
15.1329398;53.9528319;5319674374;
23.2025282;53.1484704;5320136305;Che?mo?skiego/Kazimierza Wielkiego
22.2003969;51.8350808;5320513309;
19.2535881;50.0359398;5320819018;O?wi?cim Lodowisko
22.3611503;53.8415294;5321099474;Kolonia - Nowe Miasto 02
20.7150713;52.3921322;5321745758;D?bina 01
20.787152;52.3792103;5321745761;?omna - Cmentarz 01
20.7815873;52.3741586;5321745767;Kusoci?skiego 03
16.7810922;52.4779525;10444088019;Wilków Morskich
16.7786575;52.4789839;10444088022;Podjazdowa n/ż
18.3485909;53.5022458;12297861008;Gródek
18.3110319;53.5071863;12297861009;Drzycim DK
18.2502168;53.5674806;12298070700;Brzemiona Las
18.2548571;53.5751473;12298100501;Brzemiona I
18.2778074;53.569541;12298100504;Zalesie Szlacheckie
18.2780126;53.5630195;12298100505;Sieros?aw
18.2853967;53.5507168;12298100506;Sieros?aw
18.2855201;53.5507128;12298100507;Sieros?aw
18.6464015;54.2218646;12299279313;
20.743236;52.3914066;5321745779;Cz?stków Mazowiecki 01
20.7197792;52.249898;5321745787;Kosmowska II 01
20.787292;52.3793024;5321745789;?omna - Cmentarz 02
20.8607093;52.3585584;5321745792;KM? 02
20.7813156;52.3738834;5321745794;Kusoci?skiego 04
20.7619747;52.3876269;5321745799;Cz?stków Polski Wschód 01
20.8330725;52.3575868;5321745800;Kolejowa 01
20.7420602;52.3912756;5321745805;Cz?stków Mazowiecki 02
20.8055378;52.3756724;5321745806;Pie?ków - Wieś 02
20.8118746;52.374379;5321745817;Pie?ków - Sklep 02
20.762065;52.387711;5321767724;Cz?stków Polski Wschód 02
20.7549061;52.3897513;5321767731;Cz?stków Polski 01
20.784259;52.3796922;5321767732;?omna - Kościół 01
20.7540893;52.3900613;5321767758;Cz?stków Polski 02
15.9343451;51.7336512;10537409616;
21.0032496;52.2270141;10537448091;Contbus
20.9652231;52.2478732;10538722840;Ostroroga 03
20.9650595;52.2478341;10538722841;Ostroroga 05
22.3365676;53.8124392;10538817232;Juranda 06
22.4011635;53.8277539;10538817234;Produkcyjna 02
18.7810262;54.0318341;10539783161;Narkowy - Centrum
19.6021101;51.2264164;10539942092;Gorzkowice Prefabet
21.3178175;50.8932525;12299493584;Mirkowice/02
21.3057891;50.8801277;12299493590;Broniszowice/p?tla 04
21.312619;50.8874904;12299493596;Mirkowice/03
20.7268579;52.2505674;5321767769;Kosmowska I 02
23.0193514;50.7337817;5321807660;
20.0284203;50.0155495;5322564536;Korepty 01
20.0281276;50.013584;5322808603;Madejówka 01
22.3604028;53.8405026;5323008596;
21.5643354;53.0748082;5323351180;Osiedle Sienkiewicza 01
20.9107879;52.3241077;5323528617;Buraków 04
15.6991893;52.233112;5323642006;D?brówka Ma?a
21.1344924;51.3954414;5323752610;Limanowskiego / Lustrzana 05
21.1347616;51.3957024;5323753328;Limanowskiego / Lustrzana 06
22.3574253;53.836927;5323996733;Kolonia - dzia?ki 06
17.015014;52.5747073;5324445142;Murowana Go?lina PKM
20.9907931;53.9443079;5325317716;
21.858091;50.8010077;5325354348;
21.7897732;50.8256625;5325354360;
20.5054031;49.8492723;5325395369;Lpinica Górna - Winkiel
20.5479372;49.8583179;5325395370;Lipnica Dolna - Centrum
20.5647267;49.863461;5325395382;
19.6296612;51.2527718;10539942094;Wilkoszewice
19.6364041;51.2800769;10539942095;Nowa Wieś nr 98
19.643463;51.1786657;10539942098;Krzemieniewice
19.602265;51.2013168;10539942100;Plucice nr 12
19.6415586;51.2347124;10539942107;Szczepanowice nr 57
19.6717543;51.2502126;10540028214;Mierzyn przy kiosku
19.693835;51.2594781;10540028219;Kolonia Mierzyn nr 25
19.6995182;51.2698433;10540028225;Rajsko Ma?e OSP
19.6668848;51.2666001;10540028228;Bryszki za zakr?tem
19.6585969;51.2746728;10540028231;Bryszki
19.6417663;51.2960327;10540028234;Bazar
15.5306955;51.9392427;12299610172;Uniwersytet Zielonogórski - Campus A
19.9352489;50.0949005;12300297540;Bia?opr?dnicka 04
19.9353285;50.0949779;12300297541;Bia?opr?dnicka 03
20.7548895;51.4579326;12300388347;
18.2663476;53.619876;12300444225;Tle? - Bart
18.3327109;53.6040616;12300444227;Osie Wybudowane
20.4880084;49.8909582;5325395393;
20.4611901;49.9161809;5325395399;Nowy Wi?nicz Centrum
17.7297676;52.9850215;5329934484;Kowalewo Nowy ?wiat
22.9763493;50.8095585;5329987195;
15.1292749;53.9760571;5330498696;
23.0089391;50.8041003;5330776349;
21.3765968;52.0606186;5331348203;Prusa - Dwór Radzin 01
17.0917436;52.6127563;5332101399;
17.0916832;52.6128109;5332101400;?opuchowo
23.0969416;50.8004945;5333806283;
23.1038404;50.7971078;5333806302;
21.383103;52.0580612;5333811341;Wrzosowa - Szkoła Podstawowa 02
20.4420896;52.2694455;5334836360;Komorów I 02
20.4405968;52.269479;5334836366;Komorów I 01
20.4175823;52.2696456;5334836379;Komorów II 01
20.3951819;52.2690313;5334836394;?azy 01
20.3638785;52.263049;5334836418;Strzy?ew I 01
20.3638398;52.263084;5334836419;Strzy?ew I 01
20.3261512;52.2573265;5334837444;Dzi?glewo 02
19.8864484;51.1793415;10540095202;Kresy
19.8847654;51.1690941;10540095203;Majkowice
19.8678577;51.1415134;10540095206;B?kowa Góra nr 34
19.8686305;51.1395208;10540095207;B?kowa Góra Szkoła
19.8790476;51.1128445;10540206611;Majstry
19.7681948;51.1927376;10540206614;Ogrodzona nr 39
18.3630708;53.5675372;12300444228;Wa?kowiska
18.5228339;53.9743873;12300922460;
19.5746249;51.7710813;12301479625;Pomorska - Popielarnia N?
19.5734206;51.7705689;12301479632;Pomorska - Popielarnia N?
18.0450813;53.1028246;12301740785;Szpitalna / ?om?y?ska
19.9413514;50.096118;12301805416;Górnickiego 03
19.9418809;50.0962242;12301805417;Górnickiego 04
20.2746917;52.2545674;5334837505;Chodaków Rondo 02
20.250971;52.2418817;5334837761;Trojanów 01
20.2414413;52.2172124;5334838056;
20.2393071;52.2160417;5334838077;PKP 01
20.2125109;52.2006368;5334838480;Malesin 02
20.2125966;52.2007346;5334838485;Malesin 01
22.1958096;51.8205418;5335002963;
22.1950042;51.8211164;5335002964;
20.262919;52.3167135;5335017277;Brochów k/ ko?cio?a 02
20.2660069;52.3227491;5335017282;Brochów Gmina 01
20.2627957;52.3172932;5335017288;Brochów k/ ko?cio?a 01
20.2627292;52.3172917;5335017289;Brochów k/ ko?cio?a 01
20.2702351;52.3133077;5335017299;Brochów 01
20.2701828;52.3132876;5335017300;Brochów 01
20.2822027;52.3028452;5335017312;Brochów k/ Konar 01
20.28088;52.2952598;5335020227;Konary wie? 02
20.2816081;52.2842847;5335020237;Plecewice na Wyszogrodzkiej 01
20.2859405;52.2783872;5335020250;Korczaka 03
20.2856249;52.2785024;5335020256;Korczaka 01
20.2855534;52.2784864;5335020257;Korczaka 01
20.2865423;52.2739884;5335020260;Wyszogrodzka III 02
20.2866589;52.273978;5335020261;Wyszogrodzka III 02
20.284282;52.2690274;5335020262;Wyszogrodzka II 01
20.2795786;52.2640974;5335020280;Wyszogrodzka I 02
20.2787036;52.2635567;5335020281;Wyszogrodzka I 01
20.2786531;52.2635933;5335020282;Wyszogrodzka I 01
20.2724608;52.2582515;5335020289;
20.2721302;52.2587664;5335020298;Chodaków k/ Liceum 01
19.8590631;51.1952731;10540206624;R?czno (n?)
19.8335423;51.1903125;10540206630;R?czno nr 115a
18.3952707;53.5972597;12301960701;Miedzno
21.3864605;54.0744559;12302824356;
20.2725765;52.2569732;5335020304;Chodaków Okr?glak 01
20.2380574;52.2285113;5335135680;Traugutta k/ parku 01
20.2377535;52.2293715;5335135685;Pl.T.Ko?ciuszki 01
20.2362719;52.2294812;5335135694;Pl.?w.Dominika 01
20.2389042;52.2497206;5335135786;Rumiankowa 02
20.2388328;52.249672;5335135787;Rumiankowa 02
20.239061;52.2494995;5335135788;Rumiankowa 01
20.2391247;52.2495468;5335135789;Rumiankowa 01
20.2547672;52.2590125;5335135921;Gaw?ów II 02
20.2394147;52.2320344;5335168244;Staszica Szkoła Nr4 01
20.2395746;52.2323556;5335168249;Staszica Szkoła Nr4 02
23.0476157;50.8034324;5335639802;
20.275529;52.249148;5336373915;M?ynarska 1 01
20.2042956;52.1911598;5336373923;Koz?ów Szkoła 02
20.2042473;52.1911733;5336373924;Koz?ów Szkoła 02
20.2032237;52.1900932;5336373925;Koz?ów Szkoła 01
20.2032779;52.1900757;5336373926;Koz?ów Szkoła 01
20.1985481;52.1875198;5336373927;Koz?ów Kornelin 02
20.192906;52.1922278;5336373934;Koz?ów Biskupi 02
20.1929483;52.1921896;5336373935;Koz?ów Biskupi 02
20.1934764;52.1923502;5336373936;Koz?ów Biskupi 01
20.1934323;52.192392;5336373937;Koz?ów Biskupi 01
20.2658831;52.2411378;5336373976;??kowa 02
20.2548101;52.2407129;5336374010;Trojanowska 02
19.8527793;51.1901577;10540206631;R?czno Przychodnia
19.8818287;51.215944;10540206633;Wielkopole
19.8653567;51.2005736;10540206635;Nowinki
19.8580695;51.2778375;10540206643;Bilska Wola
19.8538527;51.2878165;10540206646;Dorotów
19.8491809;51.298026;10540206647;Bia?a Las
19.8493835;51.29736;10540206648;Bia?a Las
19.8300499;51.3489316;10540206649;W?odzimierzów Las
