stop_id,LOKALNYID
138755,2695058F-39F0-6174-E053-CA2BA8C09221
243846,C314B2C0-5530-40A6-B389-1D3E78A5C9D4
182424,2B0DA820-8DF5-E887-E053-CC2BA8C0EF18
236132,2DE357A1-FF38-8386-E053-CC2BA8C0C842
264507,2923959D-855D-829B-E053-CA2BA8C0F89A
236768,2DE357A1-FF38-8386-E053-CC2BA8C0C842
95758,272D698C-3CD9-25D8-E053-CA2BA8C0148F
172236,24F8711A-BECA-5B41-E053-CA2BA8C09F3A
259781,322BD60C-5E22-598B-E053-CC2BA8C05138
203187,de9dc6e5-6e91-11ef-97ad-480fcf3c9bd7
213466,28A8E11F-19BC-8A99-E053-CA2BA8C0EC21
239862,2C92829C-767F-143E-E053-CC2BA8C0A5FF
255857,292A76E8-86BA-B578-E053-CC2BA8C02E15
295094,2FE7DA6C-9C71-B139-E053-CC2BA8C0A463
124540,314DE395-36A9-2130-E053-CC2BA8C06DD0
313677,33047272-4C47-772D-E053-CC2BA8C06836
128732,725B1A53-78A6-4D3F-A158-C29757F258BD
123618,2586A896-0B24-6DF1-E053-CA2BA8C0C665
113486,2EE5C47D-91E2-D80A-E053-CA2BA8C04D56
296859,2BE18A52-EE95-0EB0-E053-CA2BA8C02C44
134047,2893176A-2447-F36E-E053-CA2BA8C0BBC2
313678,33047272-4C47-772D-E053-CC2BA8C06836
176909,2B01779B-E4CA-7544-E053-CA2BA8C0D5AB
141304,2CE5E1F7-6AD6-E921-E053-CA2BA8C08420
128731,725B1A53-78A6-4D3F-A158-C29757F258BD
246178,c19817a0-58e5-11ef-aec6-b8ca3aa2e5c2
140566,25F18882-7A3F-D0C7-E053-CA2BA8C06FB6
296858,2BE18A52-EE95-0EB0-E053-CA2BA8C02C44
168003,29E84206-F3F3-CE97-E053-CC2BA8C05F41
128917,725B1A53-78A6-4D3F-A158-C29757F258BD
212736,2DACAA76-6876-BFA9-E053-CA2BA8C0F9CC
104883,4f8a2b00-6f95-11ef-8b82-480fcf3c9bd7
143426,2BE17C82-373D-3243-E053-CC2BA8C009FF
123579,2586A896-0B24-6DF1-E053-CA2BA8C0C665
165775,29D604F1-F3C6-49E1-E053-CA2BA8C0A7F1
104580,276596F2-0D38-332E-E053-CA2BA8C08151
182425,2B0DA820-8DF5-E887-E053-CC2BA8C0EF18
95545,272D698C-3CD7-25D8-E053-CA2BA8C0148F
95745,272D698C-3CD9-25D8-E053-CA2BA8C0148F
167401,255CD6FE-BE42-8BE8-E053-CA2BA8C0B060
245819,3112FF79-CBE6-9B8B-E053-CC2BA8C08284
