stop_id,LOKALNYID
218301,26BC736E-561D-F9B7-E053-CA2BA8C0A103
325365,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218323,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217929,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217785,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218067,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217996,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218044,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298753,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218117,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298750,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315357,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218056,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315359,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218329,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315360,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315362,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315363,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293934,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298694,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293933,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218006,26BC736E-561D-F9B7-E053-CA2BA8C0A103
300911,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218314,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218022,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217895,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298622,26BC736E-561D-F9B7-E053-CA2BA8C0A103
300910,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217920,26BC736E-561D-F9B7-E053-CA2BA8C0A103
302467,26BC736E-561D-F9B7-E053-CA2BA8C0A103
302466,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218142,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217859,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218261,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218312,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218262,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218318,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218355,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218196,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217812,26BC736E-561D-F9B7-E053-CA2BA8C0A103
302465,26BC736E-561D-F9B7-E053-CA2BA8C0A103
302464,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293896,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217865,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217777,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298642,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217832,26BC736E-561D-F9B7-E053-CA2BA8C0A103
282685,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217765,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298693,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218218,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218269,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298692,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217762,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315374,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217841,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218167,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218120,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298683,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218068,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298645,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315375,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217863,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218033,26BC736E-561D-F9B7-E053-CA2BA8C0A103
279418,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217778,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315377,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218338,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217989,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298661,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298646,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218049,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217773,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218335,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217797,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217869,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218236,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217791,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218297,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218036,26BC736E-561D-F9B7-E053-CA2BA8C0A103
294035,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217782,26BC736E-561D-F9B7-E053-CA2BA8C0A103
318833,26BC736E-561D-F9B7-E053-CA2BA8C0A103
320687,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218185,26BC736E-561D-F9B7-E053-CA2BA8C0A103
320688,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217817,26BC736E-561D-F9B7-E053-CA2BA8C0A103
320689,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218134,26BC736E-561D-F9B7-E053-CA2BA8C0A103
320690,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218187,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217813,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217904,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218000,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218090,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217965,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218074,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217975,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218158,26BC736E-561D-F9B7-E053-CA2BA8C0A103
301314,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218286,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217943,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315500,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315502,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217968,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217969,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217970,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218135,26BC736E-561D-F9B7-E053-CA2BA8C0A103
302773,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218287,26BC736E-561D-F9B7-E053-CA2BA8C0A103
302781,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217967,26BC736E-561D-F9B7-E053-CA2BA8C0A103
318834,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218276,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218161,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218075,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218239,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218079,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218037,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218237,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218238,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217808,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218258,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217853,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217992,26BC736E-561D-F9B7-E053-CA2BA8C0A103
282767,26BC736E-561D-F9B7-E053-CA2BA8C0A103
285461,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315350,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217987,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217993,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218027,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218288,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218065,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218080,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218333,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217759,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218293,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218019,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218302,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218020,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315353,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217923,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218055,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218296,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217999,26BC736E-561D-F9B7-E053-CA2BA8C0A103
324825,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217818,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315354,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217776,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218334,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218002,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218064,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218227,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217903,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217991,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218298,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218059,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315503,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315351,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217758,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218257,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315352,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217796,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218063,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218081,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217756,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218256,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218289,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315096,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217919,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218186,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293936,26BC736E-561D-F9B7-E053-CA2BA8C0A103
323803,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218188,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218007,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218193,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217918,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217816,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217850,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218322,26BC736E-561D-F9B7-E053-CA2BA8C0A103
285292,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315601,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315602,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315603,26BC736E-561D-F9B7-E053-CA2BA8C0A103
321269,26BC736E-561D-F9B7-E053-CA2BA8C0A103
321270,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298337,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298336,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293862,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217893,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293861,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217855,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293860,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218306,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218310,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293859,26BC736E-561D-F9B7-E053-CA2BA8C0A103
326251,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217990,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217955,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218132,26BC736E-561D-F9B7-E053-CA2BA8C0A103
326268,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218259,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217799,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315361,26BC736E-561D-F9B7-E053-CA2BA8C0A103
281340,26BC736E-561D-F9B7-E053-CA2BA8C0A103
302463,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315600,26BC736E-561D-F9B7-E053-CA2BA8C0A103
299347,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218282,26BC736E-561D-F9B7-E053-CA2BA8C0A103
323958,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218195,26BC736E-561D-F9B7-E053-CA2BA8C0A103
298482,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218216,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218128,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293865,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218300,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315593,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217828,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217933,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315599,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217902,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217857,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217838,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217935,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218321,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217830,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315594,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315598,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218214,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218347,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315608,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315609,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293867,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218283,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293667,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218098,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218265,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293856,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217833,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218264,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217836,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218097,26BC736E-561D-F9B7-E053-CA2BA8C0A103
321361,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217839,26BC736E-561D-F9B7-E053-CA2BA8C0A103
283553,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218358,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217931,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218043,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217868,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217852,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217856,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217906,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218026,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218136,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293789,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218025,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293790,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293857,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315611,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218092,26BC736E-561D-F9B7-E053-CA2BA8C0A103
315610,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218305,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218011,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217829,26BC736E-561D-F9B7-E053-CA2BA8C0A103
218351,26BC736E-561D-F9B7-E053-CA2BA8C0A103
217867,26BC736E-561D-F9B7-E053-CA2BA8C0A103
293638,26BC736E-561D-F9B7-E053-CA2BA8C0A103
