LOKALNYID,TERYT,IDTERC,IDSIMC,IDPRNG,NAZWA,RODZAJ,LICZ_MIESZ,lat,lon
2BE49D2B-D2BB-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711480,605,Andrzejów,wieś,13.0,51.293725632430295,19.042410313871976
2BE49D2B-D3F1-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557257,47255,Józefka,osada,,51.44159973037037,19.312053707908376
2BE49D2B-D3F2-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538857,144850,Wdowin,wieś,124.0,51.453790961847965,19.433989243449293
2BE49D2B-D3F4-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535623,124939,Chrojszcza,część wsi,,51.31521555440182,19.295742606635923
2BE49D2B-D3F5-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535250,199038,Cyganów,część wsi,,51.31462371498897,19.458326552885538
2BE49D2B-D3F7-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553176,29378,Edwardów,część wsi,,51.373144017578944,19.160295248783402
2BE49D2B-D36B-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711540,22170,Dąbrowa Rusiecka,wieś,500.0,51.34239653571111,18.954484165202825
2BE49D2B-D316-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711853,65570,Kurówek Prądzewski,wieś,41.0,51.35574251518406,18.912070440163546
2BE49D2B-D3D8-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538811,139408,Teofilów,wieś,46.0,51.45667350567245,19.363322863026273
2BE49D2B-D409-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557085,181119,Helenów,część wsi,,51.479820967427486,19.26901212935609
2BE49D2B-D40A-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557323,182256,Holenderki,część wsi,,51.46631225676899,19.19257825297924
2BE49D2B-D40B-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542758,124940,Słupia,osada,10.0,51.30280184551002,19.256564641594558
2BE49D2B-D40C-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542480,139409,Teofilów,osada,,51.34109008468347,19.190572511484365
2BE49D2B-D34D-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553437,127934,Stanisławów Pierwszy,wieś,247.0,51.29740633527321,19.119998469723548
2BE49D2B-D3FA-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542451,38583,Grobla,część wsi,4.0,51.358887870246484,19.21619945926838
2BE49D2B-D3D7-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553503,139162,Tatar,wieś,117.0,51.28490218097746,19.15643688502364
2BE49D2B-D3DA-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557145,72853,Łęki,wieś,122.0,51.434401847204384,19.13919319726573
2BE49D2B-D3DB-EB5E-E053-CC2BA8C0BF0D,1001,1001042,0541517,72882,Łękińsko,wieś,1146.0,51.21502554700425,19.34838938078002
2BE49D2B-D40D-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535965,173473,Wielopole,osada,3.0,51.403133326469714,19.45335189003609
2BE49D2B-D40E-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542712,147071,Wierzchowiec,osada,1.0,51.35599928002058,19.278373725558776
2BE49D2B-D41E-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0536108,173475,Zdzieszulice Górne,osada,4.0,51.34127415996565,19.413945926692097
2BE49D2B-D3F0-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538917,181098,Janówek,osada,12.0,51.512015770383904,19.317772577325105
2BE49D2B-D41B-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538254,151934,Wrzosy,osada,7.0,51.40570595974837,19.415876083608286
2BE49D2B-D41D-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535860,152613,Wygoda,osada,62.0,51.43340224185664,19.271244413490958
2BE49D2B-D3F8-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557010,29516,Emilianów,część wsi,,51.46387057681902,19.080253874844068
2BE49D2B-D395-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557547,157504,Zalesie,wieś,98.0,51.44146012680416,19.099139243363304
2BE49D2B-D40F-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535853,149035,Wizytka,osada,,51.42997439593727,19.30314373337818
2BE49D2B-D337-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0556849,14922,Chajczyny,wieś,178.0,51.46634283920486,19.113241168723217
2BE49D2B-D31B-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557004,45447,Jawor,wieś,175.0,51.456733857895394,19.088534815316084
2BE49D2B-D3D9-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538828,139465,Teresin,wieś,83.0,51.42581105685258,19.350584239666933
2BE49D2B-D420-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538892,150254,Wola Rożniatowska,wieś,86.0,51.436682555156615,19.35081217591607
2BE49D2B-D3E0-EB5E-E053-CC2BA8C0BF0D,1001,1001042,0541598,74194,Łuszczanowice-Kolonia,kolonia,200.0,51.20145230243427,19.28745502244064
2BE49D2B-D421-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711586,181102,Kresy,część wsi,,51.29278694187824,18.926437395482992
2BE49D2B-D422-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542675,51814,Kąt,część wsi,,51.27902904133967,19.233919404612678
2BE49D2B-D423-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711764,51985,Kąty,część wsi,,51.319369416425246,18.903031474436723
2BE49D2B-D411-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535557,147499,Wiktorów,wieś,44.0,51.33811419738033,19.452474186979867
2BE49D2B-D3E1-EB5E-E053-CC2BA8C0BF0D,1001,1001042,0541530,165,Adamów,osada,10.0,51.21329111068721,19.363383774663223
2BE49D2B-D3E2-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542698,9081,Borowiny,osada,3.0,51.34870058598126,19.262899922454157
2BE49D2B-D410-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542729,147183,Wierzchy Strzyżewskie,wieś,67.0,51.3684981573618,19.267475028791335
2BE49D2B-D33E-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557346,112721,Pszczółki,wieś,125.0,51.418205808746215,19.085968174954928
2BE49D2B-D35E-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553035,26723,Dubie,wieś,237.0,51.373170709167034,19.07335455824222
2BE49D2B-D305-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711652,58187,Korablew,wieś,157.0,51.34291436719195,19.03676619466271
2BE49D2B-D3F9-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711669,30312,Folwark,część wsi,,51.347040632479185,19.019578015841027
2BE49D2B-D2FA-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711860,118503,Rusiec,wieś,1333.0,51.32424039193762,18.991679544758174
2BE49D2B-D3DF-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538685,71797,Łazy,kolonia,4.0,51.48942311231611,19.415578964972696
2BE49D2B-D407-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538343,181097,Głupice-Parcela,część wsi,133.0,51.472116855159605,19.36644771478881
2BE49D2B-D404-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542735,147182,Wierzchy Parzeńskie,wieś,62.0,51.37800830502577,19.270456407724605
2BE49D2B-D405-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557406,39705,Grysiowizna,część wsi,,51.425446909819215,19.23244025030152
2BE49D2B-D406-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711505,181100,Grzybów,część wsi,,51.29220351709616,18.9127257847891
2BE49D2B-D3DE-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538461,160317,Żbijowa,wieś,55.0,51.439806712257585,19.42082492817117
2BE49D2B-D3C3-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557122,100578,Pieńki-Augustów,kolonia,,51.47129806679737,19.13934256780279
2BE49D2B-D3DC-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553348,162814,Żabczanka,wieś,54.0,51.31535143762049,19.146262373204586
2BE49D2B-D3DD-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542770,163218,Żar,wieś,146.0,51.30217877396659,19.18212011125537
2BE49D2B-D408-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542669,35928,Górka,część wsi,,51.27912621198007,19.205346432585028
2BE49D2B-D415-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0712025,44264,Janów,część wsi,25.0,51.32233386621733,18.912970106062467
2BE49D2B-D412-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0712002,148265,Wincentów,wieś,104.0,51.319772677192255,18.933405843318425
2BE49D2B-D413-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535971,150081,Wola Kruszyńska,wieś,124.0,51.42053442414959,19.263430754412422
2BE49D2B-D414-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535994,150142,Wola Mikorska,wieś,284.0,51.400149415875816,19.305994860542153
2BE49D2B-D2D8-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553383,118314,Rudzisko,wieś,85.0,51.36767647318805,19.108201331129187
2BE49D2B-D401-EB5E-E053-CC2BA8C0BF0D,1001,1001022,1037548,174869,Słok-Młyn,osada,,51.28852577869749,19.34818425381918
2BE49D2B-D41F-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557458,150227,Wola Pszczółecka,wieś,65.0,51.403950896555706,19.1234543171414
2BE49D2B-D384-EB5E-E053-CC2BA8C0BF0D,1001,1001011,0967742,69211,Lipy,część miasta,,51.36176443334267,19.34907205235091
2BE49D2B-D385-EB5E-E053-CC2BA8C0BF0D,1001,1001011,0967736,235789,Koziny,część miasta,,51.36566877075728,19.35807576817254
2BE49D2B-D386-EB5E-E053-CC2BA8C0BF0D,1001,1001011,0967802,235788,Stara Wieś,część miasta,,51.36285932956409,19.36999088831916
2BE49D2B-D3FD-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542586,67311,Lesisko,osada,30.0,51.382765177277626,19.259031283299397
2BE49D2B-D424-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711706,182243,Lesiska,część wsi,,51.310840369958335,19.03252652244546
2BE49D2B-D30C-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711818,98620,Pawłów,wieś,75.0,51.295146913204846,19.054565347838718
2BE49D2B-D387-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557518,155836,Zagłówki,wieś,97.0,51.505815336497335,19.27852803948003
2BE49D2B-D2C6-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553101,39479,Grudna,wieś,176.0,51.349720764171565,19.109511899740582
2BE49D2B-D3FB-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535400,49956,Kanada,osada,,51.397586499019276,19.420506352170182
2BE49D2B-D425-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711936,76131,Maliniec,część wsi,33.0,51.31503157399059,19.002669119389793
2BE49D2B-D426-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553377,83218,Morgi,część wsi,,51.33507343619737,19.078643492493523
2BE49D2B-D427-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542511,87408,Niwisko,część wsi,7.0,51.29246332867613,19.299375875168334
2BE49D2B-D2B3-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711570,23827,Dęby Wolskie,wieś,127.0,51.29980722726305,18.93140090337425
2BE49D2B-D3B3-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711474,22667,Dąbrówki Kobylańskie,kolonia,89.0,51.29235140642889,18.872801515866158
2BE49D2B-D2C7-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711528,855,Antonina,wieś,143.0,51.302586751852644,18.957331086040856
2BE49D2B-D397-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542741,159176,Zarzecze,wieś,160.0,51.29402066554525,19.264943158743893
2BE49D2B-D389-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0712083,157326,Zalasy,wieś,139.0,51.291359853387256,18.969287725641824
2BE49D2B-D31A-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711600,45175,Jastrzębice,wieś,221.0,51.293475028864,19.011443681149757
2BE49D2B-D3E3-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0556996,140236,Tosin,wieś,25.0,51.43611130875689,19.199870355278076
2BE49D2B-D428-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535698,173471,Łęg,osada,,51.28144016479619,19.358899584895294
2BE49D2B-D429-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535942,168329,Wawrzkowizna,osada,,51.30172346918907,19.32964884849843
2BE49D2B-D42A-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553390,8940,Borowiaki,przysiółek,,51.37697901509879,19.101811434381915
2BE49D2B-D3E4-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553265,140281,Trakt Puszczański,wieś,197.0,51.320250176224306,19.128452516542975
2BE49D2B-D3E6-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538834,143577,Wadlew,wieś,434.0,51.50458202901141,19.410462936307418
2BE49D2B-D344-EB5E-E053-CC2BA8C0BF0D,1001,1001011,0967676,173469,Bugaj,część miasta,,51.32682869579313,19.37978706163544
2BE49D2B-D345-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538225,19480,Czarny Las,wieś,15.0,51.492741357807766,19.397572015505745
2BE49D2B-D3E5-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542652,140716,Trząs,wieś,184.0,51.28904537741796,19.22259226381983
2BE49D2B-D3E7-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557435,143740,Walewice,wieś,65.0,51.41878884463229,19.130142721261638
2BE49D2B-D418-EB5E-E053-CC2BA8C0BF0D,1001,1001042,0541664,55480,Kociniak,część wsi,,51.1909974172488,19.362862036369837
2BE49D2B-D3E8-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542787,163645,Żelichów,wieś,24.0,51.31813273038431,19.249870030148575
2BE49D2B-D416-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711882,49877,Kamionna,część wsi,,51.32863403033413,18.95540390395013
2BE49D2B-D417-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711899,181101,Kliny,część wsi,,51.31498962852183,18.959810822734063
2BE49D2B-D2DA-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538432,41073,Helenów,wieś,24.0,51.50894662196195,19.45261690933083
2BE49D2B-D3F3-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538870,144851,Wdowin-Kolonia,wieś,98.0,51.45655201296906,19.452273581665413
2BE49D2B-D2D0-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538372,38490,Gręboszów,wieś,241.0,51.46889590124237,19.41128685031372
2BE49D2B-D365-EB5E-E053-CC2BA8C0BF0D,1001,1001032,0538656,114898,Rawicz,wieś,164.0,51.485432111821275,19.42628803063953
2BE49D2B-D2B7-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0712077,29660,Fajnów,wieś,29.0,51.34034224679875,18.88344933927158
2BE49D2B-D34C-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553414,127929,Stanisławów Drugi,wieś,200.0,51.28742838788494,19.12629966398081
2BE49D2B-D419-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711913,61454,Krasowa,część wsi,73.0,51.33358613168156,19.02278969043604
2BE49D2B-D41A-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0712054,171645,Kresy,część wsi,,51.351957376986164,18.88411936646474
2BE49D2B-D388-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0712048,157262,Zakurowie,wieś,54.0,51.34565667558737,18.893254974310455
2BE49D2B-D2B8-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0556878,29796,Faustynów,wieś,51.0,51.401591947618755,19.096367483550267
2BE49D2B-D2B9-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553064,30064,Firlej,wieś,15.0,51.38641463833434,19.19092741544189
2BE49D2B-D32A-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553012,14891,Chabielice,wieś,239.0,51.272529759066906,19.11139516906513
2BE49D2B-D3FE-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542528,109733,Pólko,osada,9.0,51.306836447162226,19.291814126061333
2BE49D2B-D319-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553124,44362,Janówka,wieś,144.0,51.26853879091887,19.169681463848807
2BE49D2B-D2B2-EB5E-E053-CC2BA8C0BF0D,1001,1001042,0541428,23126,Dębina,wieś,18.0,51.24241947864698,19.20173540414516
2BE49D2B-D2D3-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535528,48770,Kałduny,wieś,389.0,51.406385060269024,19.369218363822
2BE49D2B-D2D4-EB5E-E053-CC2BA8C0BF0D,1001,1001022,0535540,52838,Kielchinów,wieś,184.0,51.337471546601506,19.438281366527953
2BE49D2B-D2D5-EB5E-E053-CC2BA8C0BF0D,1001,1001072,0553130,53113,Kieruzele,wieś,104.0,51.273490157494855,19.13691841379904
2BE49D2B-D2AE-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711468,386,Aleksandrów,wieś,138.0,51.29036251077682,18.881768972330313
2BE49D2B-D3FF-EB5E-E053-CC2BA8C0BF0D,1001,1001052,0542764,125692,Smugi,osada,,51.29862763423025,19.244629517152863
2BE49D2B-D400-EB5E-E053-CC2BA8C0BF0D,1001,1001042,0541575,130935,Stefanowizna,osada,13.0,51.262437165042265,19.37421354530491
2BE49D2B-D31F-EB5E-E053-CC2BA8C0BF0D,1001,1001083,0557100,65568,Kurówek,wieś,214.0,51.463445895689624,19.141245060135088
2BE49D2B-D2B1-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711563,23116,Dębina,wieś,34.0,51.353401743047996,18.97480055512819
2BE49D2B-D2CA-EB5E-E053-CC2BA8C0BF0D,1001,1001062,0711770,88541,Nowa Wola,wieś,220.0,51.32685319000019,18.884469226815618
