LOKALNYID,TERYT,IDTERC,IDSIMC,IDPRNG,NAZWA,RODZAJ,LICZ_MIESZ,lat,lon
272D6AAF-3019-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189345,88074,Nowa Oleszna,część wsi,14.0,51.42103713590487,15.598226671701692
272D6AAF-2FCA-9B0E-E053-CC2BA8C0B5EA,0201,0201032,0364133,9213,Borówki,wieś,207.0,51.38783064917857,15.686531042324445
272D6AAF-2FC2-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189055,60768,Kozłów,wieś,37.0,51.44163692330497,15.626282869856977
272D6AAF-3009-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0188995,22123,Dąbrowa Bolesławiecka,wieś,335.0,51.326856162825095,15.580146777209471
272D6AAF-300A-9B0E-E053-CC2BA8C0B5EA,0201,0201062,1004023,187054,Lubkówek,część wsi,7.0,51.25816573124336,15.740456250544364
272D6AAF-2FCB-9B0E-E053-CC2BA8C0B5EA,0201,0201062,0368131,144429,Wartowice,wieś,303.0,51.21797924177914,15.644323527723595
272D6AAF-2FC8-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189291,129031,Stare Jaroszowice,wieś,291.0,51.210054302654136,15.614377536511519
272D6AAF-300B-9B0E-E053-CC2BA8C0B5EA,0201,0201032,1003992,60373,Przedwsie,część wsi,129.0,51.355317099759795,15.76847125753366
272D6AAF-300C-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189109,61550,Gozdów,część wsi,51.0,51.27949589739585,15.643564703190334
272D6AAF-300D-9B0E-E053-CC2BA8C0B5EA,0201,0201052,0191840,70440,Luboszów,osiedle,2.0,51.426820604171986,15.392855985807829
272D6AAF-2FC9-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189351,163667,Żeliszów,wieś,482.0,51.19261797370852,15.635556123872627
272D6AAF-300E-9B0E-E053-CC2BA8C0B5EA,0201,0201052,1063586,77196,Kluków,część wsi,25.0,51.30689921030869,15.400185412250996
272D6AAF-2FC3-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189279,128300,Stara Oleszna,wieś,184.0,51.41705293560212,15.620267281957824
272D6AAF-2FC4-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189167,68468,Lipiany,wieś,150.0,51.344029164530426,15.635273761979459
272D6AAF-2FCC-9B0E-E053-CC2BA8C0B5EA,0201,0201062,0368125,144420,Warta Bolesławiecka,wieś,1002.0,51.2327613695404,15.662661015668462
272D6AAF-2FCD-9B0E-E053-CC2BA8C0B5EA,0201,0201062,0368088,113674,Raciborowice Dolne,wieś,638.0,51.201011776008954,15.695226307146651
272D6AAF-301D-9B0E-E053-CC2BA8C0B5EA,0201,0201011,1061713,200938,Lelów,część miasta,45.0,51.24893428267873,15.560932393927263
272D6AAF-3023-9B0E-E053-CC2BA8C0B5EA,0201,0201062,0368102,135049,Szczytnica,wieś,1119.0,51.28302920019024,15.721350752568044
272D6AAF-301C-9B0E-E053-CC2BA8C0B5EA,0201,0201043,0191595,154816,Zabłocie,wieś,294.0,51.2193540631749,15.446342278822463
272D6AAF-301A-9B0E-E053-CC2BA8C0B5EA,0201,0201052,0191780,93986,Osiecznica,wieś,1268.0,51.329150335271,15.388877875456323
272D6AAF-2FCE-9B0E-E053-CC2BA8C0B5EA,0201,0201032,0364156,64013,Krzyżowa,wieś,545.0,51.326144162297005,15.669401907080744
272D6AAF-301B-9B0E-E053-CC2BA8C0B5EA,0201,0201022,0189240,95814,Otok,wieś,533.0,51.231405035637074,15.52567421194498
272D6AAF-2FCF-9B0E-E053-CC2BA8C0B5EA,0201,0201032,0364222,117583,Różyniec,wieś,387.0,51.322457264143985,15.71057087540772
