LOKALNYID,TERYT,IDTERC,IDSIMC,IDPRNG,NAZWA,RODZAJ,LICZ_MIESZ,lat,lon
2BF839A5-4413-894B-E053-CC2BA8C0E0D2,2201,2201092,0751634,169335,Czarnkowo,osada,7.0,54.098513665902146,17.084572354539617
2BF839A5-4374-894B-E053-CC2BA8C0E0D2,2201,2201063,0748187,17195,Cicholas,osada,12.0,53.969771435983354,16.90852061534187
2BF839A5-4362-894B-E053-CC2BA8C0E0D2,2201,2201032,0742316,159933,Zawiat,przysiółek,39.0,54.333235358137664,17.618622941032893
2BF839A5-43FB-894B-E053-CC2BA8C0E0D2,2201,2201012,0740932,93980,Osieczki,osada,,54.25843695307927,17.440721441879674
2BF839A5-43FD-894B-E053-CC2BA8C0E0D2,2201,2201032,0742196,122910,Lipieniec,osada,6.0,54.27275049782084,17.553369016694088
2BF839A5-43BD-894B-E053-CC2BA8C0E0D2,2201,2201063,0748023,19218,Czarniczka,część wsi,,54.09193245698112,17.163628088721044
2BF839A5-4342-894B-E053-CC2BA8C0E0D2,2201,2201063,0747928,30139,Łąkoć,osada,5.0,53.92744620964746,16.910355585436463
2BF839A5-444E-894B-E053-CC2BA8C0E0D2,2201,2201082,0751338,42940,Jabłończ Wielki,osada,21.0,54.16058533068771,17.59526914201595
2BF839A5-42EC-894B-E053-CC2BA8C0E0D2,2201,2201042,0746001,117535,Różki,osada,1.0,54.275814778180795,17.327556526215282
2BF839A5-4422-894B-E053-CC2BA8C0E0D2,2201,2201042,0746120,44946,Stara Jesionka,osada,,54.15799054451679,17.23771046450221
2BF839A5-4423-894B-E053-CC2BA8C0E0D2,2201,2201042,0746248,51687,Kaźmierzewo,część wsi,,54.117791015083675,17.240582638439804
2BF839A5-4404-894B-E053-CC2BA8C0E0D2,2201,2201012,0740866,47803,Jutrzenka,wieś,249.0,54.206558832269316,17.308325093370836
2BF839A5-42FD-894B-E053-CC2BA8C0E0D2,2201,2201082,0751427,13547,Bukówki,osada,,53.9904054138595,17.559121948971917
