LOKALNYID,TERYT,IDTERC,IDSIMC,IDPRNG,NAZWA,RODZAJ,LICZ_MIESZ,lat,lon
2EE5D203-CC55-1739-E053-CA2BA8C00404,3201,3201033,0949968,50630,Karlino,miasto,5281.0,54.0393188495501,15.867976048190785
2EE5D203-CC56-1739-E053-CA2BA8C00404,3201,3201043,0313644,164142,Żukówek,osada,8.0,53.886733768715246,16.230215212189897
2EE5D203-CC57-1739-E053-CA2BA8C00404,3201,3201022,0302764,14205,Byszyno,wieś,161.0,53.946466150156425,16.034372012850856
2EE5D203-CC58-1739-E053-CA2BA8C00404,3201,3201033,0307230,60342,Kozia Góra,osada,113.0,54.014735676963504,15.824668017313988
2EE5D203-CC59-1739-E053-CA2BA8C00404,3201,3201011,0949690,4811,Białogard,miasto,20762.0,54.00532348383157,15.978883005662176
2EE5D203-CC5A-1739-E053-CA2BA8C00404,3201,3201022,0303150,116780,Rościno,wieś,177.0,54.00060650821488,15.897285329114315
2EE5D203-CC5B-1739-E053-CA2BA8C00404,3201,3201043,0313526,24809,Dobrowo,wieś,569.0,53.96893890539981,16.120510494416642
2EE5D203-CC5C-1739-E053-CA2BA8C00404,3201,3201033,0307201,20339,Czerwięcino,wieś,1.0,54.06991440013093,15.80354407933465
2EE5D203-CC5F-1739-E053-CA2BA8C00404,3201,3201043,0313822,141020,Trzebiszyn,wieś,110.0,53.95231748392249,16.26961679510101
2EE5D203-CCB1-1739-E053-CA2BA8C00404,3201,3201022,0303195,152549,Wygoda,osada,47.0,53.92725617990422,16.06217574970854
2EE5D203-CCB2-1739-E053-CA2BA8C00404,3201,3201033,0307170,51141,Karwin,wieś,139.0,53.992090163199975,15.765650538074361
2EE5D203-CCB3-1739-E053-CA2BA8C00404,3201,3201022,0302729,127758,Stajkowo,osada,54.0,54.090747997148256,16.06561277025461
2EE5D203-CCB4-1739-E053-CA2BA8C00404,3201,3201022,0302847,49896,Kamosowo,wieś,102.0,53.984450683563836,15.904333800627848
2f452550-bc57-45a1-aa92-f46d2fa9bd97,3201,3201043,0313578,29015,Dzięciołowo,wieś,37.0,53.91086031279976,16.430294143239077
337a038a-3f4e-47ff-a624-78267acc1f71,3201,3201033,0307282,152439,Wyganowo,wieś,29.0,54.13466998551502,15.897863713716122
3cdb0f7d-474e-4e8b-89f7-a86eabb6ba0a,3201,3201043,0313868,144287,Warnino,wieś,179.0,53.951113533542646,16.34022938326316
419cc00a-cf9d-4b72-ad35-c66f80eddae4,3201,3201022,0303048,114739,Rarwino,wieś,161.0,53.95348428556662,15.791330923669598
2EE5D203-CC61-1739-E053-CA2BA8C00404,3201,3201033,0307112,25729,Domacyno,wieś,161.0,53.967006695726546,15.75295027808629
2EE5D203-CC62-1739-E053-CA2BA8C00404,3201,3201011,0949709,53416,Kisielice,część miasta,438.0,53.99799809689629,15.978862676384336
