LOKALNYID,TERYT,IDTERC,IDSIMC,IDPRNG,NAZWA,RODZAJ,LICZ_MIESZ,lat,lon
30FA04AA-0ECC-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221474,103873,Podbagnie,część wsi,48.0,50.5205348891134,19.210247439072216
30FA04AA-0ECD-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221729,88427,Nowa Wieś,część wsi,140.0,50.41596925135627,19.208140374485446
30FA04AA-0ECE-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221540,77450,Marcinków,część wsi,137.0,50.42398631764891,19.20104628800467
30FA04AA-0ECF-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220279,110044,Preczów,wieś,849.0,50.366351075655444,19.177602117215237
30FA04AA-0E38-F6CE-E053-CC2BA8C09AF6,2401,2401011,0937907,7951,Boleradz,część miasta,480.0,50.34830829017453,19.06360016640539
30FA04AA-0E39-F6CE-E053-CC2BA8C09AF6,2401,2401042,1000373,154491,Najdziszów,część wsi,10.0,50.42007451572735,19.097913405720313
30FA04AA-0E3A-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220316,177991,Psary Głębokie,część wsi,963.0,50.37649875270503,19.126064934611176
30FA04AA-0ED2-F6CE-E053-CC2BA8C09AF6,2401,2401031,0945309,164404,Żychcice,część miasta,791.0,50.36912638919543,19.021110568067506
30FA04AA-0E7D-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220090,11565,Brzękowice Górne,wieś,219.0,50.411760426237414,19.106725336656535
30FA04AA-0E7E-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221480,106127,Podrzaże,część wsi,110.0,50.517550170991754,19.22543161406833
30FA04AA-0E7F-F6CE-E053-CC2BA8C09AF6,2401,2401042,0212699,179846,Gajówka,część wsi,138.0,50.408818329460956,18.99167088851859
30FA04AA-0ED0-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220440,177989,Skrzynówek,część wsi,153.0,50.37928218043092,19.066176784261565
30FA04AA-0ED1-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220262,9375,Bory,część wsi,115.0,50.38634361621301,19.167203051580337
30FA04AA-0ED3-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221681,179872,Posady,część wsi,36.0,50.394425507673866,19.195436332842824
30FA04AA-0ED5-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221787,41765,Huby,część wsi,110.0,50.51027971288723,19.270120000397448
30FA04AA-0ED6-F6CE-E053-CC2BA8C09AF6,2401,2401042,0212647,122250,Siemonia,wieś,958.0,50.41605721105196,19.05695522513832
30FA04AA-0ED7-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221824,105455,Podlesie,część wsi,128.0,50.51566041473605,19.241687344159626
30FA04AA-0EDA-F6CE-E053-CC2BA8C09AF6,2401,2401073,0943227,65926,Kuźnica Sulikowska,część miasta,623.0,50.45306459903995,19.26001130613721
30FA04AA-0E3B-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221801,85863,Namiarki,część wsi,45.0,50.5015175440906,19.26352429018522
30FA04AA-0E3C-F6CE-E053-CC2BA8C09AF6,2401,2401081,0943322,23436,Dębniki,część miasta,235.0,50.299276164028605,19.375753081836237
30FA04AA-0E3D-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220121,179867,Brzękowice w Polu,część wsi,88.0,50.4022038825626,19.114822667961693
30FA04AA-0E80-F6CE-E053-CC2BA8C09AF6,2401,2401073,0221735,98170,Pastwiska,część wsi,198.0,50.411636272019855,19.214723513877903
30FA04AA-0E82-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220428,35983,Hektary,część wsi,73.0,50.39154731364969,19.10747100337834
30FA04AA-0ED8-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220240,38738,Gródków,wieś,935.0,50.365517991347744,19.108049217803668
30FA04AA-0ED9-F6CE-E053-CC2BA8C09AF6,2401,2401031,0938048,179863,Stara Kolonia,część miasta,193.0,50.35773287461411,19.041971040251628
30FA04AA-0EDB-F6CE-E053-CC2BA8C09AF6,2401,2401052,0217320,128747,Stara Wieś,część wsi,243.0,50.42937089955646,19.168089194882533
30FA04AA-0EDC-F6CE-E053-CC2BA8C09AF6,2401,2401031,0937971,64069,Krzyżówka,część miasta,133.0,50.37210841411512,19.035237614193743
30FA04AA-0EDD-F6CE-E053-CC2BA8C09AF6,2401,2401062,0220380,132580,Strzyżowice,wieś,1832.0,50.38646225207695,19.082387174941303
30FA04AA-0EDE-F6CE-E053-CC2BA8C09AF6,2401,2401052,0217426,35305,Gostów,część wsi,163.0,50.419926537235234,19.13853656563508
