stop_id,bdot10k_id,osm_id,LOKALNYID
-1,26BC736F-01C7-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,12761656149,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-031D-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0152-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-01FC-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,bec52a49-614b-49d3-8bdb-12126c7d51a6,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-01D0-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0199-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5682801221,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02DD-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5681349136,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794175391,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0232-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794175414,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-010D-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794175421,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794175579,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794299630,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,4383203136,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5678099603,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,4383080320,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,3b8d59a0-9b9f-4393-b616-5153e87386b8,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,10861402616,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0112-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-016B-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02A8-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5672476706,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,10861402615,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0283-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,11024869625,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,11024869624,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-018C-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0224-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-011F-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0110-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0330-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0318-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02D2-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02EF-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0124-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,11024869621,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,11024869616,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,4382449400,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02B7-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-01F0-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5673174571,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,8c627940-e62e-11eb-9bd5-b8ca3aa2e5c2,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1314408411,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0321-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5678099601,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0183-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02D5-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5678099278,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-014C-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794759867,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02FA-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,60318531-2796-483a-911c-02720b9c2784,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0240-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5674552547,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,f0956330-fe6f-4257-98a3-42d161614b48,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5673174619,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794759868,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02B6-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-019B-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,3674557434,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-01AB-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,1794892918,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-02BE-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-016E-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5673373556,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,,5673176691,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-016D-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-01E9-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-030B-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
-1,26BC736F-0302-F9B7-E053-CA2BA8C0A103,-1,26BC736E-561D-F9B7-E053-CA2BA8C0A103
