stop_id,bdot10k_id,osm_id,LOKALNYID
-1,2C9AA270-5828-1D9F-E053-CA2BA8C010A7,-1,2C9AA26F-B74D-1D9F-E053-CA2BA8C010A7
-1,,2868009648,2EF07AE7-2922-AD5B-E053-CC2BA8C03DF3
-1,2EF07AEA-3160-AD5B-E053-CC2BA8C03DF3,-1,2EF07AE7-2922-AD5B-E053-CC2BA8C03DF3
-1,45d24fc2-7892-11e9-aa96-b8ca3a7f05dc,-1,314DE395-35A3-2130-E053-CC2BA8C06DD0
-1,292A76E9-876C-B578-E053-CC2BA8C02E15,-1,0O1P5Dbh-YGt9-aqfT-G1dO-Le6YTHAXLuJX
-1,292A76E9-876B-B578-E053-CC2BA8C02E15,-1,0O1P5Dbh-YGt9-aqfT-G1dO-Le6YTHAXLuJX
-1,1eaaedce-20d7-11ee-9fbd-001a7dda7111,-1,2B016C1A-78F1-3E5F-E053-CA2BA8C02167
-1,1DCF5BC6-4F89-B4B9-E053-CC2BA8C0592B,-1,1DCF5BC5-2C7A-B4B9-E053-CC2BA8C0592B
-1,314DE398-2ED2-2130-E053-CC2BA8C06DD0,-1,314DE395-35A3-2130-E053-CC2BA8C06DD0
-1,,5266119230,25878308-A0C3-17EE-E053-CA2BA8C0AFD3
-1,1DCF5BC6-4FA7-B4B9-E053-CC2BA8C0592B,-1,1DCF5BC5-2C7A-B4B9-E053-CC2BA8C0592B
-1,24862EC7-40BE-B3BD-E053-CA2BA8C0159A,-1,24862EC4-FE4D-B3BD-E053-CA2BA8C0159A
-1,,12205975348,2D34EF19-DC17-2D09-E053-CA2BA8C0C3BA
-1,45d24fc1-7892-11e9-ac2d-b8ca3a7f05dc,-1,314DE395-35A3-2130-E053-CC2BA8C06DD0
-1,45d24fc3-7892-11e9-a050-b8ca3a7f05dc,-1,314DE395-35A3-2130-E053-CC2BA8C06DD0
-1,6fdce0ea-98ea-4b66-8fc2-757578979ad9,-1,1DCF5BC5-2C7A-B4B9-E053-CC2BA8C0592B
-1,1DCF5BC6-4EEA-B4B9-E053-CC2BA8C0592B,-1,1DCF5BC5-2CFD-B4B9-E053-CC2BA8C0592B
-1,292A76E9-876F-B578-E053-CC2BA8C02E15,-1,0O1P5Dbh-YGt9-aqfT-G1dO-Le6YTHAXLuJX
-1,2C9F71D9-19C1-A848-E053-CA2BA8C029C5,-1,2C9F71D6-C639-A848-E053-CA2BA8C029C5
-1,2587830A-D063-17EE-E053-CA2BA8C0AFD3,-1,25878308-A0C3-17EE-E053-CA2BA8C0AFD3
-1,,4606049183,0O1P5Dbh-YGt9-aqfT-G1dO-Le6YTHAXLuJX
-1,9252a390-31af-419d-8614-11a76c212003,-1,1DCF5BC5-2C7A-B4B9-E053-CC2BA8C0592B
-1,292A76E9-88D1-B578-E053-CC2BA8C02E15,-1,0O1P5Dbh-YGt9-aqfT-G1dO-Le6YTHAXLuJX
-1,,12205975347,2D34EF19-DC17-2D09-E053-CA2BA8C0C3BA
-1,28a32498-7d8e-42d1-8ab0-53167cb5c059,-1,2EBDA2DF-831B-D82C-E053-CC2BA8C0C90E
-1,,2112688162,314DE395-35A3-2130-E053-CC2BA8C06DD0
-1,,12205975341,2D34EF19-DC17-2D09-E053-CA2BA8C0C3BA
-1,b1f7db5b-811a-458e-90db-6d210573da1c,-1,1DCF5BC5-2C7A-B4B9-E053-CC2BA8C0592B
-1,91d5f31e-557f-11ef-941d-b8ca3aa2e5c2,-1,09a55d80-557d-11ef-8bbc-b8ca3aa2e5c2
-1,1DCF5BC6-4F4B-B4B9-E053-CC2BA8C0592B,-1,1DCF5BC5-2C7A-B4B9-E053-CC2BA8C0592B
-1,91e2c463-557f-11ef-9dee-b8ca3aa2e5c2,-1,09a55d80-557d-11ef-8bbc-b8ca3aa2e5c2
-1,,2112688132,314DE395-35A3-2130-E053-CC2BA8C06DD0
-1,,3778440420,2B016C1A-78F1-3E5F-E053-CA2BA8C02167
-1,2EBDA2E0-7401-D82C-E053-CC2BA8C0C90E,-1,2EBDA2DF-831B-D82C-E053-CC2BA8C0C90E
-1,2EBDA2E0-7403-D82C-E053-CC2BA8C0C90E,-1,2EBDA2DF-831B-D82C-E053-CC2BA8C0C90E
-1,2C9F71D9-19A4-A848-E053-CA2BA8C029C5,-1,2C9F71D6-C639-A848-E053-CA2BA8C029C5
-1,2EBDA2E0-7406-D82C-E053-CC2BA8C0C90E,-1,2EBDA2DF-831B-D82C-E053-CC2BA8C0C90E
-1,2D34EF1B-41FD-2D09-E053-CA2BA8C0C3BA,-1,2D34EF19-DC17-2D09-E053-CA2BA8C0C3BA
-1,,4363451003,25878308-A0C3-17EE-E053-CA2BA8C0AFD3
-1,4e463735-72f2-11ed-8b0a-e454e883742c,-1,2CE5E1F7-6B11-E921-E053-CA2BA8C08420
-1,,12205975344,2D34EF19-DC17-2D09-E053-CA2BA8C0C3BA
-1,2587830A-D064-17EE-E053-CA2BA8C0AFD3,-1,25878308-A0C3-17EE-E053-CA2BA8C0AFD3
-1,,12205975345,2D34EF19-DC17-2D09-E053-CA2BA8C0C3BA
-1,d408498f-58e6-11ef-963f-b8ca3aa2e5c2,-1,c1a006e0-58e5-11ef-b5aa-b8ca3aa2e5c2
-1,314DE398-2E1C-2130-E053-CC2BA8C06DD0,-1,314DE395-35A3-2130-E053-CC2BA8C06DD0
-1,2BE4A085-1DA9-F4C9-E053-CC2BA8C06278,-1,2BE4A083-904E-F4C9-E053-CC2BA8C06278
-1,7chD5bWM-sHZD-dvh7-hO9z-97ThX1tTZs4A,-1,2EBDA2DF-831B-D82C-E053-CC2BA8C0C90E
-1,91f62551-557f-11ef-bf21-b8ca3aa2e5c2,-1,09a55d80-557d-11ef-8bbc-b8ca3aa2e5c2
-1,2C92E4F9-0544-1132-E053-CA2BA8C0FE6B,-1,9034b02d-453c-4425-a2d5-59badf5cc3b5
-1,2CE5E1F9-2DDA-E921-E053-CA2BA8C08420,-1,2CE5E1F7-6B11-E921-E053-CA2BA8C08420
-1,,12205975346,2D34EF19-DC17-2D09-E053-CA2BA8C0C3BA
-1,4e463737-72f2-11ed-93aa-e454e883742c,-1,2CE5E1F7-6B11-E921-E053-CA2BA8C08420
