X;Y;LOKALNYID;NAZWA
17.1156916309396;52.1177315127754;2EBD9F09-E88D-C95E-E053-CC2BA8C0492A;Dąbrowa
17.0713619666058;52.0900132290821;2EBD9F09-E88E-C95E-E053-CC2BA8C0492A;Łęg
17.0291330779948;52.0779066895496;2EBD9F09-E88F-C95E-E053-CC2BA8C0492A;Śrem ul. Gostyńska
17.050954648372;52.0533627143237;2EBD9F09-E890-C95E-E053-CC2BA8C0492A;Borgowo
17.0525530867551;52.047077736803;2EBD9F09-E891-C95E-E053-CC2BA8C0492A;Ostrowo I
17.0504671610711;52.071573494616;2EBD9F09-E892-C95E-E053-CC2BA8C0492A;Pysząca I - ul. Śremska
17.051233604976;52.0709636421777;2EBD9F09-E893-C95E-E053-CC2BA8C0492A;Pysząca I - ul. Śremska
16.9132968694799;52.0265207926979;2EBD9F09-E876-C95E-E053-CC2BA8C0492A;Dalewo-Mórka
17.043766648914;52.0705341737956;2EBD9F09-E894-C95E-E053-CC2BA8C0492A;Śrem - ul. Rolna
16.930909740256;52.0346047730907;2EBD9F09-E874-C95E-E053-CC2BA8C0492A;Dalewo I
16.9153987785252;52.0273404054081;2EBD9F09-E875-C95E-E053-CC2BA8C0492A;Dalewo-Mórka
16.9176789048476;52.024542710937;2EBD9F09-E877-C95E-E053-CC2BA8C0492A;Dalewo
16.9456399414541;52.018637583237;2EBD9F09-E878-C95E-E053-CC2BA8C0492A;Mórka
16.9921183128499;52.0401608462755;2EBD9F09-E879-C95E-E053-CC2BA8C0492A;Kadzewo
17.057567353769;52.0789939073041;2EBD9F09-E895-C95E-E053-CC2BA8C0492A;Sosnowiec
17.0369401091203;52.0681791235392;2EBD9F09-E896-C95E-E053-CC2BA8C0492A;Grzymysław
17.0526746018757;52.0455579971601;2EBD9F09-E897-C95E-E053-CC2BA8C0492A;Ostrowo I
17.0511334254906;52.055205296437;2EBD9F09-E898-C95E-E053-CC2BA8C0492A;Borgowo - ul. Długa
17.0580860361858;52.0621774877639;2EBD9F09-E899-C95E-E053-CC2BA8C0492A;Pysząca - Kościół
17.0412544186857;52.0694033431244;2EBD9F09-E89B-C95E-E053-CC2BA8C0492A;Śrem - ul. Rolna
17.0078384732796;52.081367091492;2EBD9F09-E89C-C95E-E053-CC2BA8C0492A;Śrem ul.Kilińskiego
17.0087361414216;52.0818143772168;2EBD9F09-E89D-C95E-E053-CC2BA8C0492A;Śrem ul.Kilińskiego
17.0135657304463;52.0807850267929;2EBD9F09-E89E-C95E-E053-CC2BA8C0492A;Śrem ul.Grunwaldzka
17.0663010051537;52.065733417259;2EBD9F09-E89F-C95E-E053-CC2BA8C0492A;Pysząca II - ul. Śremska
17.0148629867715;52.0882002919938;2EBD9F09-E8A4-C95E-E053-CC2BA8C0492A;Kilińskiego I
17.0177606763008;52.0896239301251;2EBD9F09-E8A6-C95E-E053-CC2BA8C0492A;Śrem - ul.Mickiewicza
17.0201726231199;52.0874878162846;2EBD9F09-E8AB-C95E-E053-CC2BA8C0492A;Śrem - ul.Mickiewicza
17.0273230871546;52.0783224559959;2EBD9F09-E8AC-C95E-E053-CC2BA8C0492A;Śrem ul. Staszica II
17.0162428902699;52.0992318539208;2EBD9F09-E8B1-C95E-E053-CC2BA8C0492A;Śrem - ul. Farna - OSP
17.0228233115203;52.0939686578457;2EBD9F09-E8B2-C95E-E053-CC2BA8C0492A;Śrem - ul.Piłsudskiego
17.0943400228865;52.1393840473209;2EBD9F09-E8B3-C95E-E053-CC2BA8C0492A;Luciny
17.0942964006423;52.1396217009261;2EBD9F09-E8B4-C95E-E053-CC2BA8C0492A;Luciny
17.0110028949768;52.1659752487468;2EBD9F09-E8B5-C95E-E053-CC2BA8C0492A;Orkowo - sklep
17.0800211282621;52.1665387024155;2EBD9F09-E87A-C95E-E053-CC2BA8C0492A;Kaleje
17.0121135349755;52.1645513096907;2EBD9F09-E87B-C95E-E053-CC2BA8C0492A;Orkowo
17.0370005869176;52.1469586213431;2EBD9F09-E87E-C95E-E053-CC2BA8C0492A;Niesłabin
17.0372410248742;52.1455741971409;2EBD9F09-E87F-C95E-E053-CC2BA8C0492A;Niesłabin
17.0191020426913;52.0866702740387;2EBD9F09-E883-C95E-E053-CC2BA8C0492A;Śrem
17.0996857900602;52.1363693306151;2EBD9F09-E880-C95E-E053-CC2BA8C0492A;Luciny
17.1012535080003;52.136754015727;2EBD9F09-E881-C95E-E053-CC2BA8C0492A;Luciny
17.0056278499845;52.090576319906;2EBD9F09-E882-C95E-E053-CC2BA8C0492A;Śrem - Szpital
17.044182963767;52.10685022094;2EBD9F09-E884-C95E-E053-CC2BA8C0492A;Mechlin
17.0363922546498;52.1166486753224;2EBD9F09-E885-C95E-E053-CC2BA8C0492A;Zbrudzewo
17.0244721500919;52.094518548201;2EBD9F09-E886-C95E-E053-CC2BA8C0492A;Śrem - ul.Piłsudskiego
17.0113775066509;52.08477646307;2EBD9F09-E887-C95E-E053-CC2BA8C0492A;Kilińskiego II
17.0105518200759;52.0901563766142;2EBD9F09-E888-C95E-E053-CC2BA8C0492A;Śrem - ul.Sikorskiego -Park
17.0084459554071;52.0912853696535;2EBD9F09-E889-C95E-E053-CC2BA8C0492A;Śrem - ul.Sikorskiego -Park
17.0760230575588;52.1105107256347;2EBD9F09-E88A-C95E-E053-CC2BA8C0492A;Mechlin
17.1129437173101;52.0096849251582;2EBD9F09-E82A-C95E-E053-CC2BA8C0492A;Nowieczek
17.1320933798264;52.0393355863243;2EBD9F09-E82B-C95E-E053-CC2BA8C0492A;Feliksowo
17.1294559912733;52.0270809991101;2EBD9F09-E82C-C95E-E053-CC2BA8C0492A;Rusocin
17.1962449010426;52.0560167361746;2EBD9F09-E84D-C95E-E053-CC2BA8C0492A;Konarskie
17.2249405093551;52.0423298197359;2EBD9F09-E84E-C95E-E053-CC2BA8C0492A;Brzostownia
17.2113945998837;52.0528168728078;2EBD9F09-E84F-C95E-E053-CC2BA8C0492A;Kiełczyn
17.2080353148599;52.0752746181343;2EBD9F09-E850-C95E-E053-CC2BA8C0492A;Kiełczynek
17.2296538156494;52.0490648656374;2EBD9F09-E851-C95E-E053-CC2BA8C0492A;Książ PKP
17.0166495216417;52.0754316952938;eec01a32-7697-4e0b-9a68-e2568ac0ffc5;Śrem - ul.Chłapowskiego
