X;Y;LOKALNYID;NAZWA
15.4067798089468;51.8978534425263;2893176B-3503-F36E-E053-CA2BA8C0BBC2;Świdnica -Długa
15.6816305163252;52.04774307583;2893176B-354C-F36E-E053-CA2BA8C0BBC2;Radowice
15.6209927598202;52.0781431126298;2893176B-33D4-F36E-E053-CA2BA8C0BBC2;Sulechów -Odrzańska
15.7741474590831;52.0765536763104;2893176B-3491-F36E-E053-CA2BA8C0BBC2;Smolno Wielkie
15.236258863812;51.8299703651339;2893176B-3558-F36E-E053-CA2BA8C0BBC2;Turów
15.6438360367974;52.1767300226201;2893176B-3439-F36E-E053-CA2BA8C0BBC2;Przygubiel
15.61906622811;52.0775178257442;2893176B-3475-F36E-E053-CA2BA8C0BBC2;Sulechów -Odrzańska
15.7231685231393;52.0935176420816;2893176B-3493-F36E-E053-CA2BA8C0BBC2;Okunin
15.8058169741367;52.1918745889613;2893176B-34CA-F36E-E053-CA2BA8C0BBC2;Podmokłe Małe
15.2250560547385;51.7980604923125;36a996ec-a8c2-4d63-b426-522e3495f8fb;Nowogród Bobrzański - Elewator
15.8492673196988;51.9802719637147;2893176B-3445-F36E-E053-CA2BA8C0BBC2;Bełcze
15.5282467682804;52.1098031973461;5e3779ce-662a-447a-83e2-9c26a1ae3954;Głogusz
15.7418644859853;52.1288821504204;2893176B-343C-F36E-E053-CA2BA8C0BBC2;Janowiec
15.7448824675635;52.0089444878793;2893176B-3424-F36E-E053-CA2BA8C0BBC2;Mieszkowo
15.7780553305915;52.1325827898108;2893176B-34D7-F36E-E053-CA2BA8C0BBC2;
15.6347959702738;52.0931289382174;2893176B-3457-F36E-E053-CA2BA8C0BBC2;Krężoły -Babimojska
15.6185930690959;52.0491864116757;2893176B-3458-F36E-E053-CA2BA8C0BBC2;Nowy Świat
15.4248380500332;51.9803277683825;2893176B-353D-F36E-E053-CA2BA8C0BBC2;Płoty - os. Widok
15.383735305221;51.8834051589119;2893176B-34E6-F36E-E053-CA2BA8C0BBC2;Świdnica -Mieszka I
15.4747372207856;52.0538872544451;2893176B-34BF-F36E-E053-CA2BA8C0BBC2;Pomorsko - ul. Chrobrego
15.3303238778198;51.8961134129419;2893176B-34DB-F36E-E053-CA2BA8C0BBC2;Letnica NŻ
15.7911089575945;52.1498666690078;2893176B-34CE-F36E-E053-CA2BA8C0BBC2;Karolewo
15.7580825811672;52.0515489417559;2893176B-348E-F36E-E053-CA2BA8C0BBC2;Ostrzyce
15.2639800080687;51.8494551383194;2893176B-33A2-F36E-E053-CA2BA8C0BBC2;Bogaczów -Szkolna
15.8198005738026;52.1447380820712;2893176B-350A-F36E-E053-CA2BA8C0BBC2;
15.4312279984905;51.9223911560916;2893176B-34FF-F36E-E053-CA2BA8C0BBC2;Wilkanowo -Wandy Komarnickiej-Brzozowa
15.2845051342166;51.8156103153694;2893176B-33A3-F36E-E053-CA2BA8C0BBC2;Klępina
15.8158246980253;52.1435889594814;2893176B-34F1-F36E-E053-CA2BA8C0BBC2;
15.8261059081668;52.1465948207244;2893176B-3529-F36E-E053-CA2BA8C0BBC2;
15.6208001881647;52.0924256587813;2893176B-345E-F36E-E053-CA2BA8C0BBC2;Sulechów -Al.Niepodległości-szpital
15.4018357827838;51.9206054383458;2893176B-34FA-F36E-E053-CA2BA8C0BBC2;Słone -Słoneczna
15.6834190030008;52.1297160649141;2893176B-343B-F36E-E053-CA2BA8C0BBC2;Łęgowo
15.362453517719;51.9167896720773;2893176B-34DD-F36E-E053-CA2BA8C0BBC2;Buchałów
15.6756552089602;52.1325704876703;2893176B-343F-F36E-E053-CA2BA8C0BBC2;Łęgowo Sulechowskie
15.7868582150766;51.9916760862976;2893176B-3448-F36E-E053-CA2BA8C0BBC2;Klenica  III - ul. Chrobrego
15.8327897061737;52.1812597801444;2893176B-34CD-F36E-E053-CA2BA8C0BBC2;Zdzisław
15.693972845987;52.0447884573281;2893176B-347C-F36E-E053-CA2BA8C0BBC2;Radowice
15.3816631631069;51.8763607338955;2893176B-351B-F36E-E053-CA2BA8C0BBC2;Świdnica -Bunkrowa-Łąkowa
